Year,Launch,Institution,First Name,Primary Email,Language,Level,ED Course Level Equivalent,Class ,Status,Final Grade
2018,Spring,UE Portugal,Persona148388064927,Persona148388064927@email.com,English,Advanced 2,Advanced 1,Peters EN1 - Advanced 2 (Spring 2018),No Show,0
2018,Spring,UNITEC HN,Persona1310505295725344325632,Persona1310505295725344325632@email.com,English,Advanced 1,Advanced 1,Franklin EN1 - Advanced 1 (Spring 2018),No Show,0
2018,Summer,CIBERTEC,Persona25730936854633206775808,Persona25730936854633206775808@email.com,English,Advanced 1,Advanced 1,McKinnon EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,FADERGS,Persona31486527,Persona31486527@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Summer 2018),No Show,0
2018,Summer,FG,Persona362353,Persona362353@email.com,English,Advanced 1,Advanced 1,Jodeck EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,L&I,Persona470214885070670,Persona470214885070670@email.com,English,Advanced 3,Advanced 1,McKinnon EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,L&I,Persona21002676434472529920,Persona21002676434472529920@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Summer 2018),No Show,0
2018,Summer,L&I,Persona3481404660637743,Persona3481404660637743@email.com,English,Advanced 3,Advanced 1,McKinnon EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,L&I,Persona41446594228,Persona41446594228@email.com,English,Advanced 3,Advanced 1,McKinnon EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,UAM BR,Persona36072174603,Persona36072174603@email.com,English,Advanced 1,Advanced 1,Jodeck EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UAM BR,Persona14359729076,Persona14359729076@email.com,English,Advanced 3,Advanced 1,McKinnon EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,ULatina,Persona8174252939,Persona8174252939@email.com,English,Advanced 1,Advanced 1,Jodeck EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UniRitter,Persona34814036126,Persona34814036126@email.com,English,Advanced 1,Advanced 1,McKinnon EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona1486950026,Persona1486950026@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona348140462171684601856,Persona348140462171684601856@email.com,English,Advanced 1,Advanced 1,McKinnon EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona11891935087,Persona11891935087@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,UNITEC Mx,Persona1230861534913810,Persona1230861534913810@email.com,English,Advanced 1,Advanced 1,McKinnon EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UnP,Persona1100916564239,Persona1100916564239@email.com,English,Advanced 1,Advanced 1,Jodeck EN1 - Advanced 1 (Summer 2018),No Show,0
2018,Summer,UnP,Persona110091654593,Persona110091654593@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Summer,UnP,Persona134848700846,Persona134848700846@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Summer 2018),No Show,0
2018,Summer,UPC,Persona1839732138410,Persona1839732138410@email.com,English,Advanced 3,Advanced 1,McKinnon EN1 - Advanced 3 (Summer 2018),No Show,0
2018,Winter,FG,Persona3481404603463982246789120,Persona3481404603463982246789120@email.com,English,Advanced 2,Advanced 1,Riestra EN1 - Advanced 2 (Winter 2018),No Show,0
2018,Winter,L&I,Persona1143154137,Persona1143154137@email.com,English,Advanced 2,Advanced 1,Riestra EN1 - Advanced 2 (Winter 2018),No Show,0
2018,Winter,UIC,Persona87757058,Persona87757058@email.com,English,Advanced 2,Advanced 1,Loya EN1 - Advanced 2 (Winter 2018),No Show,0
2018,Fall,ARO HoldCo,Persona14879959069208659468746752,Persona14879959069208659468746752@email.com,English,Advanced 2,Advanced 1,Jodeck EN1 - Advanced 2 (Fall 2018),No Show,0
2018,Fall,CIBERTEC,Persona131050525032970352,Persona131050525032970352@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Fall 2018),No Show,0
2018,Fall,EAD Laureate,Persona46063208114,Persona46063208114@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona449457248449,Persona449457248449@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Fall 2018),No Show,0
2018,Fall,HoldCo,Persona110091468520,Persona110091468520@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Fall 2018),No Show,0
2018,Fall,HoldCo,Persona131036270208,Persona131036270208@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona148799130716015008,Persona148799130716015008@email.com,English,Advanced 1,Advanced 1,Labriny EN1 - Advanced 1 (Fall 2018),No Show,0
2018,Fall,UNINORTE,Persona4143846543749080,Persona4143846543749080@email.com,English,Advanced 2,Advanced 1,Puga EN1 - Advanced 2 (Fall 2018),No Show,0
2018,Fall,UniRitter | FAPA,Persona4692240843,Persona4692240843@email.com,English,Advanced 2,Advanced 1,Jodeck EN1 - Advanced 2 (Fall 2018),No Show,0
2018,Fall,UNITEC HN,Persona1142984766658345,Persona1142984766658345@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Fall 2018),No Show,0
2019,Winter,UNAB,Persona42238842,Persona42238842@email.com,English,Advanced 3,Advanced 1,Puga EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,UAM,Persona14359729076,Persona14359729076@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,UniRitter | FAPA,Persona1483852688549027840,Persona1483852688549027840@email.com,English,Advanced 1,Advanced 1,Labriny EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Winter,UNITEC HN,Persona148695002620067808,Persona148695002620067808@email.com,English,Advanced 3,Advanced 1,Puga EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,EAD Laureate,Persona3333479041,Persona3333479041@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Winter,UPC,Persona36235604189,Persona36235604189@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,IBMR,Persona362356042,Persona362356042@email.com,English,Advanced 2,Advanced 1,Jodeck EN1 - Advanced 2 (Winter 2019),No Show,0
2019,Winter,UNINORTE,Persona4143684715,Persona4143684715@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,UAM,Persona1310349958150563,Persona1310349958150563@email.com,English,Advanced 3,Advanced 1,Puga EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,UNIFACS,Persona41438403,Persona41438403@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Winter,UAM,Persona13484043214612640,Persona13484043214612640@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Winter,HoldCo,Persona13853092882,Persona13853092882@email.com,English,Advanced 3,Advanced 1,Peters EN1 - Advanced 3 (Winter 2019),No Show,0
2019,Winter,FMU | FIAM FAAM,Persona14213086159739,Persona14213086159739@email.com,English,Advanced 1,Advanced 1,Labriny EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Spring,UAM,Persona1348404321459,Persona1348404321459@email.com,English,Advanced 1,Advanced 1,Labriny EN1 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UniRitter | FAPA,Persona1004996225516365,Persona1004996225516365@email.com,English,Advanced 1,Advanced 1,Labriny EN1 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UAM,Persona339373414,Persona339373414@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UAM,Persona2105298344211,Persona2105298344211@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona10542680405,Persona10542680405@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UniRitter | FAPA,Persona14838168396901,Persona14838168396901@email.com,English,Advanced 2,Advanced 1,Jodeck EN2 - Advanced 2 (Spring 2019),No Show,0
2019,Spring,UAM,Persona11540111862637128581120,Persona11540111862637128581120@email.com,English,Advanced 3,Advanced 1,Mckinnon EN1 - Advanced 3 (Spring 2019),No Show,0
2019,Spring,UNITEC HN,Persona34819704452795278200668160,Persona34819704452795278200668160@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UNITEC HN,Persona138542813605449168,Persona138542813605449168@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UPC,Persona278232227,Persona278232227@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Spring,UPN,Persona34814046064931295232,Persona34814046064931295232@email.com,English,Advanced 1,Advanced 1,Mckinnon EN1 - Advanced 1 (Winter 2019),No Show,0
2019,Spring,CIBERTEC,Persona3632786991280084746240,Persona3632786991280084746240@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona469223948,Persona469223948@email.com,English,Advanced 2,Advanced 1,Jodeck EN1 - Advanced 2 (Spring 2019),No Show,0
2019,Spring,UiP,Persona1101279761,Persona1101279761@email.com,English,Advanced 1,Advanced 1,Labriny EN2 - Advanced 1 (Spring 2019),No Show,0
2018,Summer,UniRitter,Persona33790797760884,Persona33790797760884@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Summer 2018),No Show,0
2018,Fall,UAM,Persona4381559245,Persona4381559245@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2018,Fall,UE Portugal,Persona469244262756,Persona469244262756@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2018,Fall,UniRitter | FAPA,Persona105423898049,Persona105423898049@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2018,Fall,UnP,Persona362355768190,Persona362355768190@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona333347893,Persona333347893@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona42640404760,Persona42640404760@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Fall 2018),No Show,0
2019,Spring,FADERGS,Persona1486950026536917760,Persona1486950026536917760@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona574576723381148778496,Persona574576723381148778496@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona14838163706408620032,Persona14838163706408620032@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona34814037600085601157120,Persona34814037600085601157120@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona110097292519,Persona110097292519@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona12305209929584371712,Persona12305209929584371712@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UAM,Persona1154010534692730,Persona1154010534692730@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UAM,Persona1310398099286682,Persona1310398099286682@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UAM,Persona1310349458774720,Persona1310349458774720@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona123086115090330,Persona123086115090330@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - A1.2 Beginner (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona33344043158889,Persona33344043158889@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UniRitter | FAPA,Persona278232237819497074992873472,Persona278232237819497074992873472@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UniRitter | FAPA,Persona315306520,Persona315306520@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UnP,Persona33337686358147166208,Persona33337686358147166208@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UnP,Persona41438405099500872,Persona41438405099500872@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UnP,Persona7444268273,Persona7444268273@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UAM,Persona148381641109,Persona148381641109@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona236245243,Persona236245243@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona34814510093801,Persona34814510093801@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona110091680,Persona110091680@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Spring,Bilgi,Persona2100257439800,Persona2100257439800@email.com,Spanish,B1.1 Pre-Intermediate,Intermediate 1,Febres SP1 - B1.1 Pre-Intermediate (Spring 2019),No Show,0
2019,Winter,UNITEC HN,Persona105404609577,Persona105404609577@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,UiP,Persona36492716,Persona36492716@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,UNAB,Persona258459501301,Persona258459501301@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,UiP,Persona31496052,Persona31496052@email.com,English,Intermediate 1,Intermediate 1,Levano EN2 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,UniFG,Persona134833724162,Persona134833724162@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,FPB,Persona149064120235928,Persona149064120235928@email.com,English,Intermediate 1,Intermediate 1,Levano EN2 - Intermediate 1 (Winter 2019),No Show,0
2019,Winter,UNAB,Persona15569281062,Persona15569281062@email.com,English,Intermediate 1,Intermediate 1,Levano EN2 - Intermediate 1 (Winter 2019),No Show,0
2019,Spring,UAM,Persona110091654593534544,Persona110091654593534544@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona106878497919278284800,Persona106878497919278284800@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UnP,Persona7444268273856203,Persona7444268273856203@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona333346969135766,Persona333346969135766@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNINORTE,Persona100499622,Persona100499622@email.com,English,Intermediate 1,Intermediate 1,Franklin EN3 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona1230861532180262158336,Persona1230861532180262158336@email.com,English,Intermediate 1,Intermediate 1,Levano EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNIFACS,Persona469223934,Persona469223934@email.com,English,Intermediate 1,Intermediate 1,Levano EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNAB,Persona99569997087563382784,Persona99569997087563382784@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UNITEC HN,Persona105404609577,Persona105404609577@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UiP,Persona9960111430,Persona9960111430@email.com,English,Intermediate 1,Intermediate 1,Franklin EN3 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UiP,Persona10542410114,Persona10542410114@email.com,English,Intermediate 1,Intermediate 1,Franklin EN3 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UiP,Persona9960111430,Persona9960111430@email.com,English,Intermediate 1,Intermediate 1,Levano EN1 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UPC,Persona1101095735,Persona1101095735@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,CIBERTEC,Persona314663011989302870016,Persona314663011989302870016@email.com,English,Intermediate 1,Intermediate 1,Franklin EN3 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona7427659892,Persona7427659892@email.com,English,Intermediate 1,Intermediate 1,Franklin EN2 - Intermediate 1 (Spring 2019),No Show,0
2019,Spring,UE Portugal,Persona414465942,Persona414465942@email.com,English,Intermediate 1,Intermediate 1,Franklin EN3 - Intermediate 1 (Spring 2019),No Show,0
2018,Spring,AIEP,Persona46063262280712,Persona46063262280712@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,EAD,Persona25692758534,Persona25692758534@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,FMU,Persona2347556562473233,Persona2347556562473233@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UAM BR,Persona43814394688,Persona43814394688@email.com,English,Intermediate 1,Intermediate 1,Gil EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UAM BR,Persona13484857439909,Persona13484857439909@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UE Portugal,Persona5815033458,Persona5815033458@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,ULatina,Persona10687849803,Persona10687849803@email.com,English,Intermediate 1,Intermediate 1,Gil EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UNAB,Persona14909094935683380,Persona14909094935683380@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UNITEC Mx,Persona36235524348617535488,Persona36235524348617535488@email.com,English,Intermediate 1,Intermediate 1,Gil EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UnP,Persona57569141996,Persona57569141996@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UnP,Persona31486527,Persona31486527@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Spring 2018),No Show,0
2018,Spring,UPC,Persona33790797760884797440,Persona33790797760884797440@email.com,English,Intermediate 1,Intermediate 1,Gil EN1 - Intermediate 1 (Spring 2018),No Show,0
2018,Summer,AIEP,Persona8124763634138173,Persona8124763634138173@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,ARO HoldCo,Persona5745767234326859247255552,Persona5745767234326859247255552@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,EAD,Persona1054049415,Persona1054049415@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,EAD,Persona3481403799,Persona3481403799@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,FG,Persona741741283,Persona741741283@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,FMU,Persona235408432586,Persona235408432586@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,L&I,Persona8775724569409718583296,Persona8775724569409718583296@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,Servicios Andinos,Persona33192189038728867840,Persona33192189038728867840@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UAM BR,Persona1100916487505,Persona1100916487505@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UDLA CL,Persona4691781223,Persona4691781223@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UE Portugal,Persona28811806,Persona28811806@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UE Portugal,Persona337979486315,Persona337979486315@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UiP,Persona1556923967704,Persona1556923967704@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UiP,Persona1497602,Persona1497602@email.com,English,Intermediate 1,Intermediate 1,Loya EN2 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,ULatina,Persona66461524071,Persona66461524071@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UNINORTE,Persona7417421459058,Persona7417421459058@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UNINORTE,Persona317870950452,Persona317870950452@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UniRitter,Persona235408432586,Persona235408432586@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UniRitter,Persona3333479040,Persona3333479040@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona581388883724144000,Persona581388883724144000@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona29693635,Persona29693635@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UNITEC HN,Persona414384654339058880,Persona414384654339058880@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UnP,Persona1054437297,Persona1054437297@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UnP,Persona181697113662,Persona181697113662@email.com,English,Intermediate 1,Intermediate 1,Loya EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UPC,Persona4735833401968614400,Persona4735833401968614400@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UPN,Persona574576724050856064,Persona574576724050856064@email.com,English,Intermediate 1,Intermediate 1,Loya EN2 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UPN,Persona2584823814139198464,Persona2584823814139198464@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Summer,UPN,Persona314867851823716480581632,Persona314867851823716480581632@email.com,English,Intermediate 1,Intermediate 1,Mayer EN3 - Intermediate 1 (Summer 2018),No Show,0
2018,Winter,UDLA CL,Persona4691781223,Persona4691781223@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UE Portugal,Persona46922393,Persona46922393@email.com,English,Intermediate 1,Intermediate 1,Loya EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UE Portugal,Persona438155924,Persona438155924@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UiP,Persona34411221155070,Persona34411221155070@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,ULatina,Persona1140833869513,Persona1140833869513@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UNINORTE,Persona58138886,Persona58138886@email.com,English,Intermediate 1,Intermediate 1,Mayer EN2 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UNITEC HN,Persona664688830,Persona664688830@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UPC,Persona74276599557,Persona74276599557@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UPN,Persona14838164110836334592,Persona14838164110836334592@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Winter,UPN,Persona148923409778782400,Persona148923409778782400@email.com,English,Intermediate 1,Intermediate 1,Mayer EN1 - Intermediate 1 (Winter 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona31486527,Persona31486527@email.com,English,Intermediate 1,Intermediate 1,Franklin EN1 - Intermediate 1 (Fall 2018),No Show,0
